X,Y,Floor,Max_Signal_2_4GHz,Max_Signal_5Hz,Coverage_2_4GHz,Coverage_5GHz
98,8,1,-64.0191,-77.3943,1,0
98,10,1,-63.4998,-76.875,1,0
98,12,1,-62.9505,-76.3256,1,0
98,14,1,-62.3678,-75.743,1,0
98,16,1,-61.7484,-75.1235,1,0
98,18,1,-61.088,-74.4632,1,0
98,20,1,-60.3826,-73.7577,1,0
98,22,1,-59.6275,-73.0027,1,0
98,24,1,-58.8189,-72.194,1,0
98,26,1,-57.9539,-71.3291,1,0
98,28,1,-57.0334,-70.4086,1,0
98,30,1,-56.0655,-69.4407,1,0
98,32,1,-59.9112,-73.2863,1,0
98,34,1,-58.182,-71.5572,1,0
98,36,1,-56.3155,-69.6907,1,0
98,38,1,-54.6268,-68.002,1,0
98,40,1,-46.8778,-60.253,1,1
98,42,1,-54.6268,-68.002,1,0
98,44,1,-56.3155,-69.6907,1,0
98,46,1,-58.182,-71.5572,1,0
98,48,1,-59.9112,-73.2863,1,0
98,50,1,-56.0655,-69.4407,1,0
98,52,1,-57.0334,-70.4086,1,0
98,54,1,-57.9539,-71.3291,1,0
98,56,1,-58.8189,-72.194,1,0
98,58,1,-59.6275,-73.0027,1,0
98,60,1,-60.3826,-73.7577,1,0
98,62,1,-61.088,-74.4632,1,0
98,64,1,-61.7484,-75.1235,1,0
98,66,1,-62.3678,-75.743,1,0
98,68,1,-62.9505,-76.3256,1,0
98,70,1,-63.4998,-76.875,1,0
98,72,1,-64.0191,-77.3943,1,0
98,74,1,-64.5112,-77.8864,1,0
98,76,1,-64.9786,-78.3537,1,0
98,78,1,-65.4234,-78.7986,0,0
0,0,2,-84.2169,-97.592,0,0
0,2,2,-71.8288,-85.204,0,0
0,4,2,-71.4255,-84.8007,0,0
0,6,2,-71.0062,-84.3813,0,0
0,8,2,-70.5698,-83.945,0,0
0,10,2,-58.1158,-71.4909,1,0
0,12,2,-57.6431,-71.0183,1,0
0,14,2,-57.1515,-70.5266,1,0
0,16,2,-56.6405,-70.0157,1,0
0,18,2,-56.1107,-69.4859,1,0
0,20,2,-55.563,-68.9382,1,0
0,22,2,-54.9999,-68.3751,1,0
0,24,2,-54.4257,-67.8009,1,0
0,26,2,-60.847,-74.2222,1,0
0,28,2,-60.2745,-73.6497,1,0
0,30,2,-59.7231,-73.0982,1,0
0,32,2,-66.2132,-79.5884,0,0
0,34,2,-65.7706,-79.1458,0,0
0,36,2,-75.7791,-89.1542,0,0
0,38,2,-96.4511,-109.826,0,0
0,40,2,-51.1261,-64.5012,1,1
0,42,2,-96.4511,-109.826,0,0
0,44,2,-75.7791,-89.1542,0,0
0,46,2,-65.7706,-79.1458,0,0
0,48,2,-66.2132,-79.5884,0,0
0,50,2,-59.7231,-73.0982,1,0
0,52,2,-60.2745,-73.6497,1,0
0,54,2,-60.847,-74.2222,1,0
0,56,2,-54.4257,-67.8009,1,0
0,58,2,-54.9999,-68.3751,1,0
0,60,2,-55.563,-68.9382,1,0
0,62,2,-56.1107,-69.4859,1,0
0,64,2,-56.6405,-70.0157,1,0
0,66,2,-57.1515,-70.5266,1,0
0,68,2,-57.6431,-71.0183,1,0
0,70,2,-58.1158,-71.4909,1,0
0,72,2,-70.5698,-83.945,0,0
0,74,2,-71.0062,-84.3813,0,0
0,76,2,-71.4255,-84.8007,0,0
0,78,2,-71.8288,-85.204,0,0
2,0,2,-78.9418,-92.317,0,0
2,2,2,-71.6806,-85.0557,0,0
2,4,2,-71.2626,-84.6378,0,0
2,6,2,-70.8264,-84.2016,0,0
2,8,2,-70.3706,-83.7458,0,0
2,10,2,-69.894,-83.2692,0,0
2,12,2,-69.3952,-82.7703,0,0
2,14,2,-56.8728,-70.248,1,0
2,16,2,-56.3258,-69.701,1,0
2,18,2,-55.7534,-69.1285,1,0
2,20,2,-55.1553,-68.5305,1,0
2,22,2,-54.5327,-67.9079,1,0
2,24,2,-53.8881,-67.2633,1,0
2,26,2,-53.2272,-66.6023,1,0
2,28,2,-59.5597,-72.9348,1,0
2,30,2,-58.9017,-72.2769,1,0
2,32,2,-65.2778,-78.653,0,0
2,34,2,-64.7218,-78.0969,1,0
2,36,2,-71.2759,-84.6511,0,0
2,38,2,-88.2861,-101.661,0,0
2,40,2,-49.8831,-63.2583,1,1
2,42,2,-88.2861,-101.661,0,0
2,44,2,-71.2759,-84.6511,0,0
2,46,2,-64.7218,-78.0969,1,0
2,48,2,-65.2778,-78.653,0,0
2,50,2,-58.9017,-72.2769,1,0
2,52,2,-59.5597,-72.9348,1,0
2,54,2,-53.2272,-66.6023,1,0
2,56,2,-53.8881,-67.2633,1,0
2,58,2,-54.5327,-67.9079,1,0
2,60,2,-55.1553,-68.5305,1,0
2,62,2,-55.7534,-69.1285,1,0
2,64,2,-56.3258,-69.701,1,0
2,66,2,-56.8728,-70.248,1,0
2,68,2,-69.3952,-82.7703,0,0
2,70,2,-69.894,-83.2692,0,0
2,72,2,-70.3706,-83.7458,0,0
2,74,2,-70.8264,-84.2016,0,0
2,76,2,-71.2626,-84.6378,0,0
2,78,2,-71.6806,-85.0557,0,0
4,0,2,-78.8702,-92.2454,0,0
4,2,2,-78.4483,-91.8235,0,0
4,4,2,-78.0062,-91.3813,0,0
4,6,2,-77.5419,-90.9171,0,0
4,8,2,-70.1923,-83.5675,0,0
4,10,2,-69.6945,-83.0697,0,0
4,12,2,-69.1707,-82.5459,0,0
4,14,2,-68.6188,-81.994,0,0
4,16,2,-68.0366,-81.4117,0,0
4,18,2,-55.4218,-68.797,1,0
4,20,2,-54.7726,-68.1478,1,0
4,22,2,-54.0878,-67.463,1,0
4,24,2,-53.3676,-66.7428,1,0
4,26,2,-52.6148,-65.99,1,0
4,28,2,-51.8367,-65.2119,1,0
4,30,2,-58.0481,-71.4233,1,0
4,32,2,-57.2759,-70.6511,1,0
4,34,2,-63.5632,-76.9384,1,0
4,36,2,-66.6474,-80.0226,0,0
4,38,2,-80.0981,-93.4733,0,0
4,40,2,-48.4321,-61.8073,1,1
4,42,2,-80.0981,-93.4733,0,0
4,44,2,-66.6474,-80.0226,0,0
4,46,2,-63.5632,-76.9384,1,0
4,48,2,-57.2759,-70.6511,1,0
4,50,2,-58.0481,-71.4233,1,0
4,52,2,-51.8367,-65.2119,1,0
4,54,2,-52.6148,-65.99,1,0
4,56,2,-53.3676,-66.7428,1,0
4,58,2,-54.0878,-67.463,1,0
4,60,2,-54.7726,-68.1478,1,0
4,62,2,-55.4218,-68.797,1,0
4,64,2,-68.0366,-81.4117,0,0
4,66,2,-68.6188,-81.994,0,0
4,68,2,-69.1707,-82.5459,0,0
4,70,2,-69.6945,-83.0697,0,0
4,72,2,-70.1923,-83.5675,0,0
4,74,2,-77.5419,-90.9171,0,0
4,76,2,-78.0062,-91.3813,0,0
4,78,2,-78.4483,-91.8235,0,0
6,0,2,-78.8184,-92.1935,0,0
6,2,2,-78.3911,-91.7663,0,0
6,4,2,-77.9428,-91.318,0,0
6,6,2,-77.4714,-90.8466,0,0
6,8,2,-76.9745,-90.3497,0,0
6,10,2,-76.4495,-89.8247,0,0
6,12,2,-75.8933,-89.2685,0,0
6,14,2,-68.3952,-81.7704,0,0
6,16,2,-67.7799,-81.1551,0,0
6,18,2,-67.1247,-80.4999,0,0
6,20,2,-66.4257,-79.8009,0,0
6,22,2,-53.6788,-67.054,1,0
6,24,2,-52.8805,-66.2557,1,0
6,26,2,-52.029,-65.4042,1,0
6,28,2,-51.1261,-64.5012,1,1
6,30,2,-50.181,-63.5562,1,1
6,32,2,-56.2179,-69.5931,1,0
6,34,2,-55.2861,-68.6613,1,0
6,36,2,-61.4719,-74.8471,1,0
6,38,2,-71.9927,-85.3679,0,0
6,40,2,-46.6891,-60.0643,1,1
6,42,2,-71.9927,-85.3679,0,0
6,44,2,-61.4719,-74.8471,1,0
6,46,2,-55.2861,-68.6613,1,0
6,48,2,-56.2179,-69.5931,1,0
6,50,2,-50.181,-63.5562,1,1
6,52,2,-51.1261,-64.5012,1,1
6,54,2,-52.029,-65.4042,1,0
6,56,2,-52.8805,-66.2557,1,0
6,58,2,-53.6788,-67.054,1,0
6,60,2,-66.4257,-79.8009,0,0
6,62,2,-67.1247,-80.4999,0,0
6,64,2,-67.7799,-81.1551,0,0
6,66,2,-68.3952,-81.7704,0,0
6,68,2,-75.8933,-89.2685,0,0
6,70,2,-76.4495,-89.8247,0,0
6,72,2,-76.9745,-90.3497,0,0
6,74,2,-77.4714,-90.8466,0,0
6,76,2,-77.9428,-91.318,0,0
6,78,2,-78.3911,-91.7663,0,0
8,0,2,-78.787,-92.1621,0,0
8,2,2,-78.3564,-91.7316,0,0
8,4,2,-77.9043,-91.2795,0,0
8,6,2,-77.4285,-90.8037,0,0
8,8,2,-76.9264,-90.3016,0,0
8,10,2,-76.3952,-89.7703,0,0
8,12,2,-75.8315,-89.2067,0,0
8,14,2,-75.2315,-88.6067,0,0
8,16,2,-74.5907,-87.9659,0,0
8,18,2,-73.904,-87.2791,0,0
8,20,2,-66.1267,-79.5019,0,0
8,22,2,-65.3213,-78.6965,0,0
8,24,2,-64.4472,-77.8224,1,0
8,26,2,-51.4959,-64.8711,1,1
8,28,2,-50.4598,-63.835,1,1
8,30,2,-49.3361,-62.7113,1,1
8,32,2,-48.135,-61.5102,1,1
8,34,2,-53.8984,-67.2736,1,0
8,36,2,-59.7334,-73.1085,1,0
8,38,2,-64.163,-77.5381,1,0
8,40,2,-44.5062,-57.8814,1,1
8,42,2,-64.163,-77.5381,1,0
8,44,2,-59.7334,-73.1085,1,0
8,46,2,-53.8984,-67.2736,1,0
8,48,2,-48.135,-61.5102,1,1
8,50,2,-49.3361,-62.7113,1,1
8,52,2,-50.4598,-63.835,1,1
8,54,2,-51.4959,-64.8711,1,1
8,56,2,-64.4472,-77.8224,1,0
8,58,2,-65.3213,-78.6965,0,0
8,60,2,-66.1267,-79.5019,0,0
8,62,2,-73.904,-87.2791,0,0
8,64,2,-74.5907,-87.9659,0,0
8,66,2,-75.2315,-88.6067,0,0
8,68,2,-75.8315,-89.2067,0,0
8,70,2,-76.3952,-89.7703,0,0
8,72,2,-76.9264,-90.3016,0,0
8,74,2,-77.4285,-90.8037,0,0
8,76,2,-77.9043,-91.2795,0,0
8,78,2,-78.3564,-91.7316,0,0
10,0,2,-78.7764,-92.1516,0,0
10,2,2,-78.3448,-91.72,0,0
10,4,2,-77.8914,-91.2666,0,0
10,6,2,-77.4141,-90.7893,0,0
10,8,2,-76.9102,-90.2854,0,0
10,10,2,-76.3769,-89.7521,0,0
10,12,2,-75.8107,-89.1859,0,0
10,14,2,-75.2076,-88.5828,0,0
10,16,2,-74.563,-87.9382,0,0
10,18,2,-73.8715,-87.2467,0,0
10,20,2,-73.1267,-86.5019,0,0
10,22,2,-72.3213,-85.6965,0,0
10,24,2,-71.4472,-84.8224,0,0
10,26,2,-63.0481,-76.4233,1,0
10,28,2,-61.8831,-75.2583,1,0
10,30,2,-48.5733,-61.9485,1,1
10,32,2,-47.0981,-60.4733,1,1
10,34,2,-45.4575,-58.8327,1,1
10,36,2,-50.7321,-64.1072,1,1
10,38,2,-56.2282,-69.6034,1,0
10,40,2,-41.5836,-54.9588,1,1
10,42,2,-56.2282,-69.6034,1,0
10,44,2,-50.7321,-64.1072,1,1
10,46,2,-45.4575,-58.8327,1,1
10,48,2,-47.0981,-60.4733,1,1
10,50,2,-48.5733,-61.9485,1,1
10,52,2,-61.8831,-75.2583,1,0
10,54,2,-63.0481,-76.4233,1,0
10,56,2,-71.4472,-84.8224,0,0
10,58,2,-72.3213,-85.6965,0,0
10,60,2,-73.1267,-86.5019,0,0
10,62,2,-73.8715,-87.2467,0,0
10,64,2,-74.563,-87.9382,0,0
10,66,2,-75.2076,-88.5828,0,0
10,68,2,-75.8107,-89.1859,0,0
10,70,2,-76.3769,-89.7521,0,0
10,72,2,-76.9102,-90.2854,0,0
10,74,2,-77.4141,-90.7893,0,0
10,76,2,-77.8914,-91.2666,0,0
10,78,2,-78.3448,-91.72,0,0
12,0,2,-78.787,-92.1621,0,0
12,2,2,-78.3564,-91.7316,0,0
12,4,2,-77.9043,-91.2795,0,0
12,6,2,-77.4285,-90.8037,0,0
12,8,2,-76.9264,-90.3016,0,0
12,10,2,-76.3952,-89.7703,0,0
12,12,2,-75.8315,-89.2067,0,0
12,14,2,-75.2315,-88.6067,0,0
12,16,2,-74.5907,-87.9659,0,0
12,18,2,-73.904,-87.2791,0,0
12,20,2,-73.1652,-86.5404,0,0
12,22,2,-72.3676,-85.7428,0,0
12,24,2,-71.5038,-84.879,0,0
12,26,2,-70.5662,-83.9414,0,0
12,28,2,-69.5489,-82.9241,0,0
12,30,2,-68.4511,-81.8263,0,0
12,32,2,-58.2375,-71.6126,1,0
12,34,2,-44.1363,-57.5115,1,1
12,36,2,-41.5836,-54.9588,1,1
12,38,2,-45.7437,-59.1188,1,1
12,40,2,-37.1466,-50.5218,1,1
12,42,2,-45.7437,-59.1188,1,1
12,44,2,-41.5836,-54.9588,1,1
12,46,2,-44.1363,-57.5115,1,1
12,48,2,-58.2375,-71.6126,1,0
12,50,2,-68.4511,-81.8263,0,0
12,52,2,-69.5489,-82.9241,0,0
12,54,2,-70.5662,-83.9414,0,0
12,56,2,-71.5038,-84.879,0,0
12,58,2,-72.3676,-85.7428,0,0
12,60,2,-73.1652,-86.5404,0,0
12,62,2,-73.904,-87.2791,0,0
12,64,2,-74.5907,-87.9659,0,0
12,66,2,-75.2315,-88.6067,0,0
12,68,2,-75.8315,-89.2067,0,0
12,70,2,-76.3952,-89.7703,0,0
12,72,2,-76.9264,-90.3016,0,0
12,74,2,-77.4285,-90.8037,0,0
12,76,2,-77.9043,-91.2795,0,0
12,78,2,-78.3564,-91.7316,0,0
14,0,2,-78.8184,-92.1935,0,0
14,2,2,-78.3911,-91.7663,0,0
14,4,2,-77.9428,-91.318,0,0
14,6,2,-77.4714,-90.8466,0,0
14,8,2,-76.9745,-90.3497,0,0
14,10,2,-76.4495,-89.8247,0,0
14,12,2,-75.8933,-89.2685,0,0
14,14,2,-75.3024,-88.6776,0,0
14,16,2,-74.6728,-88.048,0,0
14,18,2,-73.9999,-87.3751,0,0
14,20,2,-73.2788,-86.6539,0,0
14,22,2,-72.5037,-85.8789,0,0
14,24,2,-71.6693,-85.0445,0,0
14,26,2,-70.7706,-84.1458,0,0
14,28,2,-69.8057,-83.1809,0,0
14,30,2,-68.7791,-82.1542,0,0
14,32,2,-67.7101,-81.0853,0,0
14,34,2,-66.6474,-80.0226,0,0
14,36,2,-63.9087,-77.2839,1,0
14,38,2,-34.5939,-47.9691,1,1
14,40,2,-27.6042,-40.9794,1,1
14,42,2,-34.5939,-47.9691,1,1
14,44,2,-63.9087,-77.2839,1,0
14,46,2,-66.6474,-80.0226,0,0
14,48,2,-67.7101,-81.0853,0,0
14,50,2,-68.7791,-82.1542,0,0
14,52,2,-69.8057,-83.1809,0,0
14,54,2,-70.7706,-84.1458,0,0
14,56,2,-71.6693,-85.0445,0,0
14,58,2,-72.5037,-85.8789,0,0
14,60,2,-73.2788,-86.6539,0,0
14,62,2,-73.9999,-87.3751,0,0
14,64,2,-74.6728,-88.048,0,0
14,66,2,-75.3024,-88.6776,0,0
14,68,2,-75.8933,-89.2685,0,0
14,70,2,-76.4495,-89.8247,0,0
14,72,2,-76.9745,-90.3497,0,0
14,74,2,-77.4714,-90.8466,0,0
14,76,2,-77.9428,-91.318,0,0
14,78,2,-78.3911,-91.7663,0,0
16,0,2,-72.7214,-86.0966,0,0
16,2,2,-72.284,-85.6592,0,0
16,4,2,-71.8239,-85.1991,0,0
16,6,2,-71.3387,-84.7138,0,0
16,8,2,-70.8254,-84.2006,0,0
16,10,2,-70.2809,-83.656,0,0
16,12,2,-69.7011,-83.0763,0,0
16,14,2,-69.0815,-82.4567,0,0
16,16,2,-68.4164,-81.7916,0,0
16,18,2,-67.699,-81.0742,0,0
16,20,2,-66.9212,-80.2964,0,0
16,22,2,-66.0727,-79.4479,0,0
16,24,2,-65.1412,-78.5164,0,0
16,26,2,-64.1115,-77.4867,1,0
16,28,2,-62.9658,-76.341,1,0
16,30,2,-61.6848,-75.06,1,0
16,32,2,-60.2539,-73.6291,1,0
16,34,2,-58.683,-72.0581,1,0
16,36,2,-57.0634,-70.4385,1,0
16,38,2,-34.5939,-47.9691,1,1
16,40,2,-27.6042,-40.9794,1,1
16,42,2,-34.5939,-47.9691,1,1
16,44,2,-57.0634,-70.4385,1,0
16,46,2,-58.683,-72.0581,1,0
16,48,2,-60.2539,-73.6291,1,0
16,50,2,-61.6848,-75.06,1,0
16,52,2,-62.9658,-76.341,1,0
16,54,2,-64.1115,-77.4867,1,0
16,56,2,-65.1412,-78.5164,0,0
16,58,2,-66.0727,-79.4479,0,0
16,60,2,-66.9212,-80.2964,0,0
16,62,2,-67.699,-81.0742,0,0
16,64,2,-68.4164,-81.7916,0,0
16,66,2,-69.0815,-82.4567,0,0
16,68,2,-69.7011,-83.0763,0,0
16,70,2,-70.2809,-83.656,0,0
16,72,2,-70.8254,-84.2006,0,0
16,74,2,-71.3387,-84.7138,0,0
16,76,2,-71.8239,-85.1991,0,0
16,78,2,-72.284,-85.6592,0,0
18,0,2,-72.6893,-86.0645,0,0
18,2,2,-72.2485,-85.6237,0,0
18,4,2,-71.7844,-85.1596,0,0
18,6,2,-71.2944,-84.6696,0,0
18,8,2,-70.7756,-84.1508,0,0
18,10,2,-70.2244,-83.5995,0,0
18,12,2,-69.6365,-83.0117,0,0
18,14,2,-69.0069,-82.382,0,0
18,16,2,-68.3293,-81.7045,0,0
18,18,2,-67.5961,-80.9713,0,0
18,20,2,-66.7978,-80.1729,0,0
18,22,2,-65.9222,-79.2974,0,0
18,24,2,-64.9539,-78.3291,1,0
18,26,2,-63.8727,-77.2479,1,0
18,28,2,-62.6522,-76.0274,1,0
18,30,2,-61.2582,-74.6333,1,0
18,32,2,-58.2375,-71.6126,1,0
18,34,2,-44.1363,-57.5115,1,1
18,36,2,-41.5836,-54.9588,1,1
18,38,2,-45.7437,-59.1188,1,1
18,40,2,-37.1466,-50.5218,1,1
18,42,2,-45.7437,-59.1188,1,1
18,44,2,-41.5836,-54.9588,1,1
18,46,2,-44.1363,-57.5115,1,1
18,48,2,-58.2375,-71.6126,1,0
18,50,2,-61.2582,-74.6333,1,0
18,52,2,-62.6522,-76.0274,1,0
18,54,2,-63.8727,-77.2479,1,0
18,56,2,-64.9539,-78.3291,1,0
18,58,2,-65.9222,-79.2974,0,0
18,60,2,-66.7978,-80.1729,0,0
18,62,2,-67.5961,-80.9713,0,0
18,64,2,-68.3293,-81.7045,0,0
18,66,2,-69.0069,-82.382,0,0
18,68,2,-69.6365,-83.0117,0,0
18,70,2,-70.2244,-83.5995,0,0
18,72,2,-70.7756,-84.1508,0,0
18,74,2,-71.2944,-84.6696,0,0
18,76,2,-71.7844,-85.1596,0,0
18,78,2,-72.2485,-85.6237,0,0
20,0,2,-72.6785,-86.0537,0,0
20,2,2,-72.2366,-85.6118,0,0
20,4,2,-71.7711,-85.1463,0,0
20,6,2,-71.2796,-84.6548,0,0
20,8,2,-70.7589,-84.134,0,0
20,10,2,-70.2054,-83.5805,0,0
20,12,2,-69.6147,-82.9899,0,0
20,14,2,-68.9817,-82.3569,0,0
20,16,2,-68.2998,-81.675,0,0
20,18,2,-67.5612,-80.9364,0,0
20,20,2,-66.7558,-80.131,0,0
20,22,2,-65.8708,-79.246,0,0
20,24,2,-64.8896,-78.2648,1,0
20,26,2,-63.0481,-76.4233,1,0
20,28,2,-61.8831,-75.2583,1,0
20,30,2,-48.5733,-61.9485,1,1
20,32,2,-47.0981,-60.4733,1,1
20,34,2,-45.4575,-58.8327,1,1
20,36,2,-50.7321,-64.1072,1,1
20,38,2,-52.7128,-66.0879,1,0
20,40,2,-38.4856,-51.8608,1,1
20,42,2,-52.7128,-66.0879,1,0
20,44,2,-50.7321,-64.1072,1,1
20,46,2,-45.4575,-58.8327,1,1
20,48,2,-47.0981,-60.4733,1,1
20,50,2,-48.5733,-61.9485,1,1
20,52,2,-61.8831,-75.2583,1,0
20,54,2,-63.0481,-76.4233,1,0
20,56,2,-64.8896,-78.2648,1,0
20,58,2,-65.8708,-79.246,0,0
20,60,2,-66.7558,-80.131,0,0
20,62,2,-67.5612,-80.9364,0,0
20,64,2,-68.2998,-81.675,0,0
20,66,2,-68.9817,-82.3569,0,0
20,68,2,-69.6147,-82.9899,0,0
20,70,2,-70.2054,-83.5805,0,0
20,72,2,-70.7589,-84.134,0,0
20,74,2,-71.2796,-84.6548,0,0
20,76,2,-71.7711,-85.1463,0,0
20,78,2,-72.2366,-85.6118,0,0
22,0,2,-72.6893,-86.0645,0,0
22,2,2,-72.2485,-85.6237,0,0
22,4,2,-71.7844,-85.1596,0,0
22,6,2,-71.2944,-84.6696,0,0
22,8,2,-70.7756,-84.1508,0,0
22,10,2,-70.2244,-83.5995,0,0
22,12,2,-69.6365,-83.0117,0,0
22,14,2,-69.0069,-82.382,0,0
22,16,2,-68.3293,-81.7045,0,0
22,18,2,-67.5961,-80.9713,0,0
22,20,2,-66.1267,-79.5019,0,0
22,22,2,-65.3213,-78.6965,0,0
22,24,2,-64.4472,-77.8224,1,0
22,26,2,-51.4959,-64.8711,1,1
22,28,2,-50.4598,-63.835,1,1
22,30,2,-49.3361,-62.7113,1,1
22,32,2,-48.135,-61.5102,1,1
22,34,2,-53.8984,-67.2736,1,0
22,36,2,-55.6895,-69.0647,1,0
22,38,2,-53.6685,-67.0437,1,0
22,40,2,-44.5062,-57.8814,1,1
22,42,2,-53.6685,-67.0437,1,0
22,44,2,-55.6895,-69.0647,1,0
22,46,2,-53.8984,-67.2736,1,0
22,48,2,-48.135,-61.5102,1,1
22,50,2,-49.3361,-62.7113,1,1
22,52,2,-50.4598,-63.835,1,1
22,54,2,-51.4959,-64.8711,1,1
22,56,2,-64.4472,-77.8224,1,0
22,58,2,-65.3213,-78.6965,0,0
22,60,2,-66.1267,-79.5019,0,0
22,62,2,-67.5961,-80.9713,0,0
22,64,2,-68.3293,-81.7045,0,0
22,66,2,-69.0069,-82.382,0,0
22,68,2,-69.6365,-83.0117,0,0
22,70,2,-70.2244,-83.5995,0,0
22,72,2,-70.7756,-84.1508,0,0
22,74,2,-71.2944,-84.6696,0,0
22,76,2,-71.7844,-85.1596,0,0
22,78,2,-72.2485,-85.6237,0,0
24,0,2,-72.7214,-86.0966,0,0
24,2,2,-72.284,-85.6592,0,0
24,4,2,-71.8239,-85.1991,0,0
24,6,2,-71.3387,-84.7138,0,0
24,8,2,-70.8254,-84.2006,0,0
24,10,2,-70.2809,-83.656,0,0
24,12,2,-69.7011,-83.0763,0,0
24,14,2,-68.3952,-81.7704,0,0
24,16,2,-67.7799,-81.1551,0,0
24,18,2,-67.1247,-80.4999,0,0
24,20,2,-66.4257,-79.8009,0,0
24,22,2,-53.6788,-67.054,1,0
24,24,2,-52.8805,-66.2557,1,0
24,26,2,-52.029,-65.4042,1,0
24,28,2,-51.1261,-64.5012,1,1
24,30,2,-50.181,-63.5562,1,1
24,32,2,-56.2179,-69.5931,1,0
24,34,2,-55.2861,-68.6613,1,0
24,36,2,-57.0634,-70.4385,1,0
24,38,2,-62.6895,-76.0647,1,0
24,40,2,-46.6891,-60.0643,1,1
24,42,2,-62.6895,-76.0647,1,0
24,44,2,-57.0634,-70.4385,1,0
24,46,2,-55.2861,-68.6613,1,0
24,48,2,-56.2179,-69.5931,1,0
24,50,2,-50.181,-63.5562,1,1
24,52,2,-51.1261,-64.5012,1,1
24,54,2,-52.029,-65.4042,1,0
24,56,2,-52.8805,-66.2557,1,0
24,58,2,-53.6788,-67.054,1,0
24,60,2,-66.4257,-79.8009,0,0
24,62,2,-67.1247,-80.4999,0,0
24,64,2,-67.7799,-81.1551,0,0
24,66,2,-68.3952,-81.7704,0,0
24,68,2,-69.7011,-83.0763,0,0
24,70,2,-70.2809,-83.656,0,0
24,72,2,-70.8254,-84.2006,0,0
24,74,2,-71.3387,-84.7138,0,0
24,76,2,-71.8239,-85.1991,0,0
24,78,2,-72.284,-85.6592,0,0
26,0,2,-72.7745,-86.1496,0,0
26,2,2,-72.3426,-85.7178,0,0
26,4,2,-71.889,-85.2642,0,0
26,6,2,-71.4114,-84.7866,0,0
26,8,2,-70.1923,-83.5675,0,0
26,10,2,-69.6945,-83.0697,0,0
26,12,2,-69.1707,-82.5459,0,0
26,14,2,-68.6188,-81.994,0,0
26,16,2,-68.0366,-81.4117,0,0
26,18,2,-55.4218,-68.797,1,0
26,20,2,-54.7726,-68.1478,1,0
26,22,2,-54.0878,-67.463,1,0
26,24,2,-53.3676,-66.7428,1,0
26,26,2,-52.6148,-65.99,1,0
26,28,2,-51.8367,-65.2119,1,0
26,30,2,-58.0481,-71.4233,1,0
26,32,2,-57.2759,-70.6511,1,0
26,34,2,-59.6474,-73.0226,1,0
26,36,2,-58.683,-72.0581,1,0
26,38,2,-67.8984,-81.2736,0,0
26,40,2,-46.6891,-60.0643,1,1
26,42,2,-67.8984,-81.2736,0,0
26,44,2,-58.683,-72.0581,1,0
26,46,2,-59.6474,-73.0226,1,0
26,48,2,-57.2759,-70.6511,1,0
26,50,2,-58.0481,-71.4233,1,0
26,52,2,-51.8367,-65.2119,1,0
26,54,2,-52.6148,-65.99,1,0
26,56,2,-53.3676,-66.7428,1,0
26,58,2,-54.0878,-67.463,1,0
26,60,2,-54.7726,-68.1478,1,0
26,62,2,-55.4218,-68.797,1,0
26,64,2,-68.0366,-81.4117,0,0
26,66,2,-68.6188,-81.994,0,0
26,68,2,-69.1707,-82.5459,0,0
26,70,2,-69.6945,-83.0697,0,0
26,72,2,-70.1923,-83.5675,0,0
26,74,2,-71.4114,-84.7866,0,0
26,76,2,-71.889,-85.2642,0,0
26,78,2,-72.3426,-85.7178,0,0
28,0,2,-72.8476,-86.2228,0,0
28,2,2,-71.6806,-85.0557,0,0
28,4,2,-71.2626,-84.6378,0,0
28,6,2,-70.8264,-84.2016,0,0
28,8,2,-70.3706,-83.7458,0,0
28,10,2,-69.894,-83.2692,0,0
28,12,2,-69.3952,-82.7703,0,0
28,14,2,-56.8728,-70.248,1,0
28,16,2,-56.3258,-69.701,1,0
28,18,2,-55.7534,-69.1285,1,0
28,20,2,-55.1553,-68.5305,1,0
28,22,2,-54.5327,-67.9079,1,0
28,24,2,-53.8881,-67.2633,1,0
28,26,2,-53.2272,-66.6023,1,0
28,28,2,-59.5597,-72.9348,1,0
28,30,2,-58.9017,-72.2769,1,0
28,32,2,-62.0733,-75.4484,1,0
28,34,2,-61.1061,-74.4813,1,0
28,36,2,-57.9927,-71.3679,1,0
28,38,2,-58.847,-72.2222,1,0
28,40,2,-44.5062,-57.8814,1,1
28,42,2,-58.847,-72.2222,1,0
28,44,2,-57.9927,-71.3679,1,0
28,46,2,-61.1061,-74.4813,1,0
28,48,2,-62.0733,-75.4484,1,0
28,50,2,-58.9017,-72.2769,1,0
28,52,2,-59.5597,-72.9348,1,0
28,54,2,-53.2272,-66.6023,1,0
28,56,2,-53.8881,-67.2633,1,0
28,58,2,-54.5327,-67.9079,1,0
28,60,2,-55.1553,-68.5305,1,0
28,62,2,-55.7534,-69.1285,1,0
28,64,2,-56.3258,-69.701,1,0
28,66,2,-56.8728,-70.248,1,0
28,68,2,-69.3952,-82.7703,0,0
28,70,2,-69.894,-83.2692,0,0
28,72,2,-70.3706,-83.7458,0,0
28,74,2,-70.8264,-84.2016,0,0
28,76,2,-71.2626,-84.6378,0,0
28,78,2,-71.6806,-85.0557,0,0
30,0,2,-78.7128,-92.0879,0,0
30,2,2,-78.2744,-91.6496,0,0
30,4,2,-77.8133,-91.1884,0,0
