X,Y,Floor,Max_Signal_2_4GHz,Max_Signal_5Hz,Coverage_2_4GHz,Coverage_5GHz
66,6,1,-71.3387,-84.7138,0,0
66,8,1,-70.8254,-84.2006,0,0
66,10,1,-70.2809,-83.656,0,0
66,12,1,-69.7011,-83.0763,0,0
66,14,1,-69.0815,-82.4567,0,0
66,16,1,-68.4164,-81.7916,0,0
66,18,1,-67.699,-81.0742,0,0
66,20,1,-66.9212,-80.2964,0,0
66,22,1,-59.8082,-73.1834,1,0
66,24,1,-59.0356,-72.4108,1,0
66,26,1,-58.217,-71.5921,1,0
66,28,1,-50.1569,-63.5321,1,1
66,30,1,-48.9396,-62.3148,1,1
66,32,1,-47.6042,-60.9794,1,1
66,34,1,-53.1775,-66.5527,1,0
66,36,1,-51.7643,-65.1394,1,0
66,38,1,-62.6895,-76.0647,1,0
66,40,1,-43.1672,-56.5424,1,1
66,42,1,-62.6895,-76.0647,1,0
66,44,1,-51.7643,-65.1394,1,0
66,46,1,-53.1775,-66.5527,1,0
66,48,1,-47.6042,-60.9794,1,1
66,50,1,-48.9396,-62.3148,1,1
66,52,1,-50.1569,-63.5321,1,1
66,54,1,-58.217,-71.5921,1,0
66,56,1,-59.0356,-72.4108,1,0
66,58,1,-59.8082,-73.1834,1,0
66,60,1,-66.9212,-80.2964,0,0
66,62,1,-67.699,-81.0742,0,0
66,64,1,-68.4164,-81.7916,0,0
66,66,1,-69.0815,-82.4567,0,0
66,68,1,-69.7011,-83.0763,0,0
66,70,1,-70.2809,-83.656,0,0
66,72,1,-70.8254,-84.2006,0,0
66,74,1,-71.3387,-84.7138,0,0
66,76,1,-71.8239,-85.1991,0,0
66,78,1,-72.284,-85.6592,0,0
68,0,1,-72.6893,-86.0645,0,0
68,2,1,-72.2485,-85.6237,0,0
68,4,1,-71.7844,-85.1596,0,0
68,6,1,-71.2944,-84.6696,0,0
68,8,1,-70.7756,-84.1508,0,0
68,10,1,-70.2244,-83.5995,0,0
68,12,1,-69.6365,-83.0117,0,0
68,14,1,-69.0069,-82.382,0,0
68,16,1,-67.666,-81.0412,0,0
68,18,1,-66.992,-80.3672,0,0
68,20,1,-66.2694,-79.6446,0,0
68,22,1,-65.4925,-78.8677,0,0
68,24,1,-52.6557,-66.0309,1,0
68,26,1,-51.754,-65.1291,1,0
68,28,1,-50.7849,-64.16,1,1
68,30,1,-49.7527,-63.1278,1,1
68,32,1,-54.582,-67.9572,1,0
68,34,1,-54.6042,-67.9794,1,0
68,36,1,-55.6895,-69.0647,1,0
68,38,1,-53.6685,-67.0437,1,0
68,40,1,-45.666,-59.0412,1,1
68,42,1,-53.6685,-67.0437,1,0
68,44,1,-55.6895,-69.0647,1,0
68,46,1,-54.6042,-67.9794,1,0
68,48,1,-54.582,-67.9572,1,0
68,50,1,-49.7527,-63.1278,1,1
68,52,1,-50.7849,-64.16,1,1
68,54,1,-51.754,-65.1291,1,0
68,56,1,-52.6557,-66.0309,1,0
68,58,1,-65.4925,-78.8677,0,0
68,60,1,-66.2694,-79.6446,0,0
68,62,1,-66.992,-80.3672,0,0
68,64,1,-67.666,-81.0412,0,0
68,66,1,-69.0069,-82.382,0,0
68,68,1,-69.6365,-83.0117,0,0
68,70,1,-70.2244,-83.5995,0,0
68,72,1,-70.7756,-84.1508,0,0
68,74,1,-71.2944,-84.6696,0,0
68,76,1,-71.7844,-85.1596,0,0
68,78,1,-72.2485,-85.6237,0,0
70,0,1,-72.6785,-86.0537,0,0
70,2,1,-72.2366,-85.6118,0,0
70,4,1,-71.7711,-85.1463,0,0
70,6,1,-71.2796,-84.6548,0,0
70,8,1,-70.7589,-84.134,0,0
70,10,1,-69.6042,-82.9794,0,0
70,12,1,-69.0687,-82.4439,0,0
70,14,1,-68.5028,-81.878,0,0
70,16,1,-67.9037,-81.2789,0,0
70,18,1,-67.2684,-80.6435,0,0
70,20,1,-54.5939,-67.9691,1,0
70,22,1,-53.8779,-67.2531,1,0
70,24,1,-53.1187,-66.4939,1,0
70,26,1,-52.3171,-65.6923,1,0
70,28,1,-51.4781,-64.8533,1,1
70,30,1,-54.9793,-68.3545,1,0
70,32,1,-53.6582,-67.0334,1,0
70,34,1,-52.2523,-65.6275,1,0
70,36,1,-55.1144,-68.4896,1,0
70,38,1,-52.7128,-66.0879,1,0
70,40,1,-38.4856,-51.8608,1,1
70,42,1,-52.7128,-66.0879,1,0
70,44,1,-55.1144,-68.4896,1,0
70,46,1,-52.2523,-65.6275,1,0
70,48,1,-53.6582,-67.0334,1,0
70,50,1,-54.9793,-68.3545,1,0
70,52,1,-51.4781,-64.8533,1,1
70,54,1,-52.3171,-65.6923,1,0
70,56,1,-53.1187,-66.4939,1,0
70,58,1,-53.8779,-67.2531,1,0
70,60,1,-54.5939,-67.9691,1,0
70,62,1,-67.2684,-80.6435,0,0
70,64,1,-67.9037,-81.2789,0,0
70,66,1,-68.5028,-81.878,0,0
70,68,1,-69.0687,-82.4439,0,0
70,70,1,-69.6042,-82.9794,0,0
70,72,1,-70.7589,-84.134,0,0
70,74,1,-71.2796,-84.6548,0,0
70,76,1,-71.7711,-85.1463,0,0
70,78,1,-72.2366,-85.6118,0,0
72,0,1,-72.6893,-86.0645,0,0
72,2,1,-72.2485,-85.6237,0,0
72,4,1,-71.1878,-84.563,0,0
72,6,1,-70.7437,-84.1188,0,0
72,8,1,-70.2787,-83.6538,0,0
72,10,1,-69.7912,-83.1664,0,0
72,12,1,-69.2797,-82.6549,0,0
72,14,1,-68.7424,-82.1175,0,0
72,16,1,-56.1775,-69.5527,1,0
72,18,1,-55.5838,-68.959,1,0
72,20,1,-54.9602,-68.3354,1,0
72,22,1,-54.3067,-67.6819,1,0
72,24,1,-53.6248,-67,1,0
72,26,1,-52.919,-66.2942,1,0
72,28,1,-59.1981,-72.5733,1,0
72,30,1,-58.4781,-71.8533,1,0
72,32,1,-57.7849,-71.16,1,0
72,34,1,-51.182,-64.5572,1,1
72,36,1,-49.3155,-62.6907,1,1
72,38,1,-53.6685,-67.0437,1,0
72,40,1,-45.666,-59.0412,1,1
72,42,1,-53.6685,-67.0437,1,0
72,44,1,-49.3155,-62.6907,1,1
72,46,1,-51.182,-64.5572,1,1
72,48,1,-57.7849,-71.16,1,0
72,50,1,-58.4781,-71.8533,1,0
72,52,1,-59.1981,-72.5733,1,0
72,54,1,-52.919,-66.2942,1,0
72,56,1,-53.6248,-67,1,0
72,58,1,-54.3067,-67.6819,1,0
72,60,1,-54.9602,-68.3354,1,0
72,62,1,-55.5838,-68.959,1,0
72,64,1,-56.1775,-69.5527,1,0
72,66,1,-68.7424,-82.1175,0,0
72,68,1,-69.2797,-82.6549,0,0
72,70,1,-69.7912,-83.1664,0,0
72,72,1,-70.2787,-83.6538,0,0
72,74,1,-70.7437,-84.1188,0,0
72,76,1,-71.1878,-84.563,0,0
72,78,1,-72.2485,-85.6237,0,0
74,0,1,-72.1473,-85.5225,0,0
74,2,1,-71.7527,-85.1278,0,0
74,4,1,-71.3419,-84.7171,0,0
74,6,1,-70.914,-84.2892,0,0
74,8,1,-70.4678,-83.843,0,0
74,10,1,-70.0023,-83.3775,0,0
74,12,1,-57.5165,-70.8917,1,0
74,14,1,-57.0094,-70.3846,1,0
74,16,1,-56.4804,-69.8556,1,0
74,18,1,-55.9293,-69.3045,1,0
74,20,1,-55.3567,-68.7319,1,0
74,22,1,-54.7643,-68.1394,1,0
74,24,1,-54.1556,-67.5308,1,0
74,26,1,-60.5371,-73.9123,1,0
74,28,1,-59.919,-73.2942,1,0
74,30,1,-59.3171,-72.6923,1,0
74,32,1,-60.2539,-73.6291,1,0
74,34,1,-58.683,-72.0581,1,0
74,36,1,-57.0634,-70.4385,1,0
74,38,1,-45.9721,-59.3473,1,1
74,40,1,-43.1672,-56.5424,1,1
74,42,1,-45.9721,-59.3473,1,1
74,44,1,-57.0634,-70.4385,1,0
74,46,1,-58.683,-72.0581,1,0
74,48,1,-60.2539,-73.6291,1,0
74,50,1,-59.3171,-72.6923,1,0
74,52,1,-59.919,-73.2942,1,0
74,54,1,-60.5371,-73.9123,1,0
74,56,1,-54.1556,-67.5308,1,0
74,58,1,-54.7643,-68.1394,1,0
74,60,1,-55.3567,-68.7319,1,0
74,62,1,-55.9293,-69.3045,1,0
74,64,1,-56.4804,-69.8556,1,0
74,66,1,-57.0094,-70.3846,1,0
74,68,1,-57.5165,-70.8917,1,0
74,70,1,-70.0023,-83.3775,0,0
74,72,1,-70.4678,-83.843,0,0
74,74,1,-70.914,-84.2892,0,0
74,76,1,-71.3419,-84.7171,0,0
74,78,1,-71.7527,-85.1278,0,0
76,0,1,-66.1768,-79.552,0,0
76,2,1,-65.785,-79.1602,0,0
76,4,1,-65.3774,-78.7526,0,0
76,6,1,-64.9532,-78.3283,1,0
76,8,1,-64.5112,-77.8864,1,0
76,10,1,-64.0506,-77.4258,1,0
76,12,1,-63.5704,-76.9456,1,0
76,14,1,-63.0053,-76.3805,1,0
76,16,1,-62.3274,-75.7026,1,0
76,18,1,-61.5939,-74.9691,1,0
76,20,1,-60.7952,-74.1703,1,0
76,22,1,-59.919,-73.2942,1,0
76,24,1,-58.9499,-72.3251,1,0
76,26,1,-57.8676,-71.2428,1,0
76,28,1,-56.6454,-70.0206,1,0
76,30,1,-55.2488,-68.624,1,0
76,32,1,-53.6351,-67.0103,1,0
76,34,1,-51.7643,-65.1394,1,0
76,36,1,-49.6557,-63.0309,1,1
76,38,1,-45.9721,-59.3473,1,1
76,40,1,-39.6454,-53.0206,1,1
76,42,1,-45.9721,-59.3473,1,1
76,44,1,-49.6557,-63.0309,1,1
76,46,1,-51.7643,-65.1394,1,0
76,48,1,-53.6351,-67.0103,1,0
76,50,1,-55.2488,-68.624,1,0
76,52,1,-56.6454,-70.0206,1,0
76,54,1,-57.8676,-71.2428,1,0
76,56,1,-58.9499,-72.3251,1,0
76,58,1,-59.919,-73.2942,1,0
76,60,1,-60.7952,-74.1703,1,0
76,62,1,-61.5939,-74.9691,1,0
76,64,1,-62.3274,-75.7026,1,0
76,66,1,-63.0053,-76.3805,1,0
76,68,1,-63.5704,-76.9456,1,0
76,70,1,-64.0506,-77.4258,1,0
76,72,1,-64.5112,-77.8864,1,0
76,74,1,-64.9532,-78.3283,1,0
76,76,1,-65.3774,-78.7526,0,0
76,78,1,-65.785,-79.1602,0,0
78,0,1,-66.0501,-79.4253,0,0
78,2,1,-65.6461,-79.0213,0,0
78,4,1,-65.2246,-78.5998,0,0
78,6,1,-64.7844,-78.1596,1,0
78,8,1,-64.324,-77.6991,1,0
78,10,1,-63.8419,-77.2171,1,0
78,12,1,-63.3367,-76.7118,1,0
78,14,1,-62.8068,-76.1819,1,0
78,16,1,-62.2385,-75.6137,1,0
78,18,1,-61.4884,-74.8636,1,0
78,20,1,-60.668,-74.0432,1,0
78,22,1,-59.763,-73.1381,1,0
78,24,1,-58.754,-72.1291,1,0
78,26,1,-57.6145,-70.9897,1,0
78,28,1,-56.3068,-69.682,1,0
78,30,1,-54.7746,-68.1497,1,0
78,32,1,-52.9293,-66.3045,1,0
78,34,1,-50.6248,-64,1,1
78,36,1,-47.6145,-60.9897,1,1
78,38,1,-43.6351,-57.0103,1,1
78,40,1,-33.6248,-47,1,1
78,42,1,-43.6351,-57.0103,1,1
78,44,1,-47.6145,-60.9897,1,1
78,46,1,-50.6248,-64,1,1
78,48,1,-52.9293,-66.3045,1,0
78,50,1,-54.7746,-68.1497,1,0
78,52,1,-56.3068,-69.682,1,0
78,54,1,-57.6145,-70.9897,1,0
78,56,1,-58.754,-72.1291,1,0
78,58,1,-59.763,-73.1381,1,0
78,60,1,-60.668,-74.0432,1,0
78,62,1,-61.4884,-74.8636,1,0
78,64,1,-62.2385,-75.6137,1,0
78,66,1,-62.8068,-76.1819,1,0
78,68,1,-63.3367,-76.7118,1,0
78,70,1,-63.8419,-77.2171,1,0
78,72,1,-64.324,-77.6991,1,0
78,74,1,-64.7844,-78.1596,1,0
78,76,1,-65.2246,-78.5998,0,0
78,78,1,-65.6461,-79.0213,0,0
80,0,1,-65.9399,-79.3151,0,0
80,2,1,-65.525,-78.9002,0,0
80,4,1,-65.091,-78.4662,0,0
80,6,1,-64.6363,-78.0114,1,0
80,8,1,-64.159,-77.5341,1,0
80,10,1,-63.6571,-77.0323,1,0
80,12,1,-63.1285,-76.5037,1,0
80,14,1,-62.5709,-75.946,1,0
80,16,1,-61.9817,-75.3569,1,0
80,18,1,-61.3585,-74.7337,1,0
80,20,1,-60.6248,-74,1,0
80,22,1,-59.7097,-73.0849,1,0
80,24,1,-58.6866,-72.0618,1,0
80,26,1,-57.5268,-70.902,1,0
80,28,1,-56.1878,-69.563,1,0
80,30,1,-54.6042,-67.9794,1,0
80,32,1,-52.666,-66.0412,1,0
80,34,1,-50.1672,-63.5424,1,1
80,36,1,-46.6454,-60.0206,1,1
80,38,1,-40.6248,-54,1,1
80,40,1,20,20,1,1
80,42,1,-40.6248,-54,1,1
80,44,1,-46.6454,-60.0206,1,1
80,46,1,-50.1672,-63.5424,1,1
80,48,1,-52.666,-66.0412,1,0
80,50,1,-54.6042,-67.9794,1,0
80,52,1,-56.1878,-69.563,1,0
80,54,1,-57.5268,-70.902,1,0
80,56,1,-58.6866,-72.0618,1,0
80,58,1,-59.7097,-73.0849,1,0
80,60,1,-60.6248,-74,1,0
80,62,1,-61.3585,-74.7337,1,0
80,64,1,-61.9817,-75.3569,1,0
80,66,1,-62.5709,-75.946,1,0
80,68,1,-63.1285,-76.5037,1,0
80,70,1,-63.6571,-77.0323,1,0
80,72,1,-64.159,-77.5341,1,0
80,74,1,-64.6363,-78.0114,1,0
80,76,1,-65.091,-78.4662,0,0
80,78,1,-65.525,-78.9002,0,0
82,0,1,-65.8476,-79.2228,0,0
82,2,1,-65.4234,-78.7986,0,0
82,4,1,-64.9786,-78.3537,1,0
82,6,1,-64.5112,-77.8864,1,0
82,8,1,-64.0191,-77.3943,1,0
82,10,1,-63.4998,-76.875,1,0
82,12,1,-62.9505,-76.3256,1,0
82,14,1,-62.3678,-75.743,1,0
82,16,1,-61.7484,-75.1235,1,0
82,18,1,-61.088,-74.4632,1,0
82,20,1,-60.3826,-73.7577,1,0
82,22,1,-59.6275,-73.0027,1,0
82,24,1,-58.754,-72.1291,1,0
82,26,1,-57.6145,-70.9897,1,0
82,28,1,-56.3068,-69.682,1,0
82,30,1,-54.7746,-68.1497,1,0
82,32,1,-52.9293,-66.3045,1,0
82,34,1,-50.6248,-64,1,1
82,36,1,-47.6145,-60.9897,1,1
82,38,1,-43.6351,-57.0103,1,1
82,40,1,-33.6248,-47,1,1
82,42,1,-43.6351,-57.0103,1,1
82,44,1,-47.6145,-60.9897,1,1
82,46,1,-50.6248,-64,1,1
82,48,1,-52.9293,-66.3045,1,0
82,50,1,-54.7746,-68.1497,1,0
82,52,1,-56.3068,-69.682,1,0
82,54,1,-57.6145,-70.9897,1,0
82,56,1,-58.754,-72.1291,1,0
82,58,1,-59.6275,-73.0027,1,0
82,60,1,-60.3826,-73.7577,1,0
82,62,1,-61.088,-74.4632,1,0
82,64,1,-61.7484,-75.1235,1,0
82,66,1,-62.3678,-75.743,1,0
82,68,1,-62.9505,-76.3256,1,0
82,70,1,-63.4998,-76.875,1,0
82,72,1,-64.0191,-77.3943,1,0
82,74,1,-64.5112,-77.8864,1,0
82,76,1,-64.9786,-78.3537,1,0
82,78,1,-65.4234,-78.7986,0,0
84,0,1,-65.7745,-79.1496,0,0
84,2,1,-65.3426,-78.7178,0,0
84,4,1,-64.889,-78.2642,1,0
84,6,1,-64.4114,-77.7866,1,0
84,8,1,-63.9072,-77.2824,1,0
84,10,1,-63.3735,-76.7486,1,0
84,12,1,-62.8068,-76.1819,1,0
84,14,1,-62.2031,-75.5783,1,0
84,16,1,-61.5578,-74.933,1,0
84,18,1,-60.8654,-74.2406,1,0
84,20,1,-60.1194,-73.4946,1,0
84,22,1,-59.3126,-72.6877,1,0
84,24,1,-58.4365,-71.8117,1,0
84,26,1,-57.4826,-70.8577,1,0
84,28,1,-56.4429,-69.8181,1,0
84,30,1,-55.2488,-68.624,1,0
84,32,1,-53.6351,-67.0103,1,0
84,34,1,-51.7643,-65.1394,1,0
84,36,1,-49.6557,-63.0309,1,1
84,38,1,-54.6145,-67.9897,1,0
84,40,1,-39.6454,-53.0206,1,1
84,42,1,-54.6145,-67.9897,1,0
84,44,1,-49.6557,-63.0309,1,1
84,46,1,-51.7643,-65.1394,1,0
84,48,1,-53.6351,-67.0103,1,0
84,50,1,-55.2488,-68.624,1,0
84,52,1,-56.4429,-69.8181,1,0
84,54,1,-57.4826,-70.8577,1,0
84,56,1,-58.4365,-71.8117,1,0
84,58,1,-59.3126,-72.6877,1,0
84,60,1,-60.1194,-73.4946,1,0
84,62,1,-60.8654,-74.2406,1,0
84,64,1,-61.5578,-74.933,1,0
84,66,1,-62.2031,-75.5783,1,0
84,68,1,-62.8068,-76.1819,1,0
84,70,1,-63.3735,-76.7486,1,0
84,72,1,-63.9072,-77.2824,1,0
84,74,1,-64.4114,-77.7866,1,0
84,76,1,-64.889,-78.2642,1,0
84,78,1,-65.3426,-78.7178,0,0
86,0,1,-65.7214,-79.0966,0,0
86,2,1,-65.284,-78.6592,0,0
86,4,1,-64.8239,-78.1991,1,0
86,6,1,-64.3387,-77.7138,1,0
86,8,1,-63.8254,-77.2006,1,0
86,10,1,-63.2809,-76.656,1,0
86,12,1,-62.7011,-76.0763,1,0
86,14,1,-62.0815,-75.4567,1,0
86,16,1,-61.4164,-74.7916,1,0
86,18,1,-60.699,-74.0742,1,0
86,20,1,-59.9212,-73.2964,1,0
86,22,1,-59.0727,-72.4479,1,0
86,24,1,-58.1412,-71.5164,1,0
86,26,1,-57.1115,-70.4867,1,0
86,28,1,-55.9658,-69.341,1,0
86,30,1,-54.6848,-68.06,1,0
86,32,1,-53.2539,-66.6291,1,0
86,34,1,-51.683,-65.0581,1,0
86,36,1,-51.7643,-65.1394,1,0
86,38,1,-62.6895,-76.0647,1,0
86,40,1,-43.1672,-56.5424,1,1
86,42,1,-62.6895,-76.0647,1,0
86,44,1,-51.7643,-65.1394,1,0
86,46,1,-51.683,-65.0581,1,0
86,48,1,-53.2539,-66.6291,1,0
86,50,1,-54.6848,-68.06,1,0
86,52,1,-55.9658,-69.341,1,0
86,54,1,-57.1115,-70.4867,1,0
86,56,1,-58.1412,-71.5164,1,0
86,58,1,-59.0727,-72.4479,1,0
86,60,1,-59.9212,-73.2964,1,0
86,62,1,-60.699,-74.0742,1,0
86,64,1,-61.4164,-74.7916,1,0
86,66,1,-62.0815,-75.4567,1,0
86,68,1,-62.7011,-76.0763,1,0
86,70,1,-63.2809,-76.656,1,0
86,72,1,-63.8254,-77.2006,1,0
86,74,1,-64.3387,-77.7138,1,0
86,76,1,-64.8239,-78.1991,1,0
86,78,1,-65.284,-78.6592,0,0
88,0,1,-65.6893,-79.0645,0,0
88,2,1,-65.2485,-78.6237,0,0
88,4,1,-64.7844,-78.1596,1,0
88,6,1,-64.2944,-77.6696,1,0
88,8,1,-63.7756,-77.1508,1,0
88,10,1,-63.2244,-76.5995,1,0
88,12,1,-62.6365,-76.0117,1,0
88,14,1,-62.0069,-75.382,1,0
88,16,1,-61.3293,-74.7045,1,0
88,18,1,-60.5961,-73.9713,1,0
88,20,1,-59.7978,-73.1729,1,0
88,22,1,-58.9222,-72.2974,1,0
88,24,1,-57.9539,-71.3291,1,0
88,26,1,-56.8727,-70.2479,1,0
88,28,1,-55.6522,-69.0274,1,0
88,30,1,-54.2582,-67.6333,1,0
88,32,1,-52.6487,-66.0239,1,0
88,34,1,-50.7851,-64.1603,1,1
88,36,1,-48.6895,-62.0647,1,1
88,38,1,-53.6685,-67.0437,1,0
88,40,1,-45.666,-59.0412,1,1
88,42,1,-53.6685,-67.0437,1,0
88,44,1,-48.6895,-62.0647,1,1
88,46,1,-50.7851,-64.1603,1,1
88,48,1,-52.6487,-66.0239,1,0
88,50,1,-54.2582,-67.6333,1,0
88,52,1,-55.6522,-69.0274,1,0
88,54,1,-56.8727,-70.2479,1,0
88,56,1,-57.9539,-71.3291,1,0
88,58,1,-58.9222,-72.2974,1,0
88,60,1,-59.7978,-73.1729,1,0
88,62,1,-60.5961,-73.9713,1,0
88,64,1,-61.3293,-74.7045,1,0
88,66,1,-62.0069,-75.382,1,0
88,68,1,-62.6365,-76.0117,1,0
88,70,1,-63.2244,-76.5995,1,0
88,72,1,-63.7756,-77.1508,1,0
88,74,1,-64.2944,-77.6696,1,0
88,76,1,-64.7844,-78.1596,1,0
88,78,1,-65.2485,-78.6237,0,0
90,0,1,-65.6785,-79.0537,0,0
90,2,1,-65.2366,-78.6118,0,0
90,4,1,-64.7711,-78.1463,1,0
90,6,1,-64.2796,-77.6548,1,0
90,8,1,-63.7589,-77.134,1,0
90,10,1,-63.2054,-76.5805,1,0
90,12,1,-62.6147,-75.9899,1,0
90,14,1,-61.9817,-75.3569,1,0
90,16,1,-61.2998,-74.675,1,0
90,18,1,-60.5612,-73.9364,1,0
90,20,1,-59.7558,-73.131,1,0
90,22,1,-58.8708,-72.246,1,0
90,24,1,-57.8896,-71.2648,1,0
90,26,1,-56.7901,-70.1653,1,0
90,28,1,-55.5424,-68.9176,1,0
90,30,1,-54.1061,-67.4813,1,0
90,32,1,-52.4266,-65.8018,1,0
90,34,1,-50.4392,-63.8144,1,1
90,36,1,-48.1144,-61.4896,1,1
90,38,1,-45.7128,-59.0879,1,1
90,40,1,-38.4856,-51.8608,1,1
90,42,1,-45.7128,-59.0879,1,1
90,44,1,-48.1144,-61.4896,1,1
90,46,1,-50.4392,-63.8144,1,1
90,48,1,-52.4266,-65.8018,1,0
90,50,1,-54.1061,-67.4813,1,0
90,52,1,-55.5424,-68.9176,1,0
90,54,1,-56.7901,-70.1653,1,0
90,56,1,-57.8896,-71.2648,1,0
90,58,1,-58.8708,-72.246,1,0
90,60,1,-59.7558,-73.131,1,0
90,62,1,-60.5612,-73.9364,1,0
90,64,1,-61.2998,-74.675,1,0
90,66,1,-61.9817,-75.3569,1,0
90,68,1,-62.6147,-75.9899,1,0
90,70,1,-63.2054,-76.5805,1,0
90,72,1,-63.7589,-77.134,1,0
90,74,1,-64.2796,-77.6548,1,0
90,76,1,-64.7711,-78.1463,1,0
90,78,1,-65.2366,-78.6118,0,0
92,0,1,-65.6893,-79.0645,0,0
92,2,1,-65.2485,-78.6237,0,0
92,4,1,-64.7844,-78.1596,1,0
92,6,1,-64.2944,-77.6696,1,0
92,8,1,-63.7756,-77.1508,1,0
92,10,1,-63.2244,-76.5995,1,0
92,12,1,-62.6365,-76.0117,1,0
92,14,1,-62.0069,-75.382,1,0
92,16,1,-61.3293,-74.7045,1,0
92,18,1,-60.5961,-73.9713,1,0
92,20,1,-59.7978,-73.1729,1,0
92,22,1,-58.9222,-72.2974,1,0
92,24,1,-57.9539,-71.3291,1,0
92,26,1,-56.8727,-70.2479,1,0
92,28,1,-55.6522,-69.0274,1,0
92,30,1,-54.2582,-67.6333,1,0
92,32,1,-52.6487,-66.0239,1,0
92,34,1,-50.7851,-64.1603,1,1
92,36,1,-48.6895,-62.0647,1,1
92,38,1,-53.6685,-67.0437,1,0
92,40,1,-45.7128,-59.0879,1,1
92,42,1,-53.6685,-67.0437,1,0
92,44,1,-48.6895,-62.0647,1,1
92,46,1,-50.7851,-64.1603,1,1
92,48,1,-52.6487,-66.0239,1,0
92,50,1,-54.2582,-67.6333,1,0
92,52,1,-55.6522,-69.0274,1,0
92,54,1,-56.8727,-70.2479,1,0
92,56,1,-57.9539,-71.3291,1,0
92,58,1,-58.9222,-72.2974,1,0
92,60,1,-59.7978,-73.1729,1,0
92,62,1,-60.5961,-73.9713,1,0
92,64,1,-61.3293,-74.7045,1,0
92,66,1,-62.0069,-75.382,1,0
92,68,1,-62.6365,-76.0117,1,0
92,70,1,-63.2244,-76.5995,1,0
92,72,1,-63.7756,-77.1508,1,0
92,74,1,-64.2944,-77.6696,1,0
92,76,1,-64.7844,-78.1596,1,0
92,78,1,-65.2485,-78.6237,0,0
94,0,1,-65.7214,-79.0966,0,0
94,2,1,-65.284,-78.6592,0,0
94,4,1,-64.8239,-78.1991,1,0
94,6,1,-64.3387,-77.7138,1,0
94,8,1,-63.8254,-77.2006,1,0
94,10,1,-63.2809,-76.656,1,0
94,12,1,-62.7011,-76.0763,1,0
94,14,1,-62.0815,-75.4567,1,0
94,16,1,-61.4164,-74.7916,1,0
94,18,1,-60.699,-74.0742,1,0
94,20,1,-59.9212,-73.2964,1,0
94,22,1,-59.0727,-72.4479,1,0
94,24,1,-58.1412,-71.5164,1,0
94,26,1,-57.1115,-70.4867,1,0
94,28,1,-55.9658,-69.341,1,0
94,30,1,-54.6848,-68.06,1,0
94,32,1,-53.2539,-66.6291,1,0
94,34,1,-51.683,-65.0581,1,0
94,36,1,-55.2655,-68.6407,1,0
94,38,1,-52.9721,-66.3473,1,0
94,40,1,-44.8264,-58.2016,1,1
94,42,1,-52.9721,-66.3473,1,0
94,44,1,-55.2655,-68.6407,1,0
94,46,1,-51.683,-65.0581,1,0
94,48,1,-53.2539,-66.6291,1,0
94,50,1,-54.6848,-68.06,1,0
94,52,1,-55.9658,-69.341,1,0
94,54,1,-57.1115,-70.4867,1,0
94,56,1,-58.1412,-71.5164,1,0
94,58,1,-59.0727,-72.4479,1,0
94,60,1,-59.9212,-73.2964,1,0
94,62,1,-60.699,-74.0742,1,0
94,64,1,-61.4164,-74.7916,1,0
94,66,1,-62.0815,-75.4567,1,0
94,68,1,-62.7011,-76.0763,1,0
94,70,1,-63.2809,-76.656,1,0
94,72,1,-63.8254,-77.2006,1,0
94,74,1,-64.3387,-77.7138,1,0
94,76,1,-64.8239,-78.1991,1,0
94,78,1,-65.284,-78.6592,0,0
96,0,1,-65.7745,-79.1496,0,0
96,2,1,-65.3426,-78.7178,0,0
96,4,1,-64.889,-78.2642,1,0
96,6,1,-64.4114,-77.7866,1,0
96,8,1,-63.9072,-77.2824,1,0
96,10,1,-63.3735,-76.7486,1,0
96,12,1,-62.8068,-76.1819,1,0
96,14,1,-62.2031,-75.5783,1,0
96,16,1,-61.5578,-74.933,1,0
96,18,1,-60.8654,-74.2406,1,0
96,20,1,-60.1194,-73.4946,1,0
96,22,1,-59.3126,-72.6877,1,0
96,24,1,-58.4365,-71.8117,1,0
96,26,1,-57.4826,-70.8577,1,0
96,28,1,-56.4429,-69.8181,1,0
96,30,1,-55.3142,-68.6893,1,0
96,32,1,-54.1061,-67.4813,1,0
96,34,1,-57.5283,-70.9035,1,0
96,36,1,-55.2655,-68.6407,1,0
96,38,1,-52.9721,-66.3473,1,0
96,40,1,-44.8264,-58.2016,1,1
96,42,1,-52.9721,-66.3473,1,0
96,44,1,-55.2655,-68.6407,1,0
96,46,1,-57.5283,-70.9035,1,0
96,48,1,-54.1061,-67.4813,1,0
96,50,1,-55.3142,-68.6893,1,0
96,52,1,-56.4429,-69.8181,1,0
96,54,1,-57.4826,-70.8577,1,0
96,56,1,-58.4365,-71.8117,1,0
96,58,1,-59.3126,-72.6877,1,0
96,60,1,-60.1194,-73.4946,1,0
96,62,1,-60.8654,-74.2406,1,0
96,64,1,-61.5578,-74.933,1,0
96,66,1,-62.2031,-75.5783,1,0
96,68,1,-62.8068,-76.1819,1,0
96,70,1,-63.3735,-76.7486,1,0
96,72,1,-63.9072,-77.2824,1,0
96,74,1,-64.4114,-77.7866,1,0
96,76,1,-64.889,-78.2642,1,0
96,78,1,-65.3426,-78.7178,0,0
98,0,1,-65.8476,-79.2228,0,0
98,2,1,-65.4234,-78.7986,0,0
98,4,1,-64.9786,-78.3537,1,0
98,6,1,-64.5112,-77.8864,1,0
